text,label
Who can I call at Comcast to find out when they plan to provide service to my area?,Computers & Internet
how do we know we r color blind or not??,Education & Reference
Which team will win the Super Bowl this year (2005-2006)?,Sports
"Why do we need the patriot act, seriously?",Politics & Government
Can a parent give a lottery ticket to a 17 yr old & the child cash it on his 18th birthday?,Business & Finance
what's your favorite pet animal?,Business & Finance
Dose the moon orbit the sun?,Science & Mathematics
Is the trandition of Christmas Lights based on a pagan holiday?,Society & Culture
Has anyone proven that saddam has anything to do with 911 or WMD's?,Politics & Government
Who will be the rop 5 picks to which teams in the upcoming (2006) NFL draft?,Sports
How do you ask your husband to be more loving to you and your kid without making him mad?,Business & Finance
Where can I find ranking for nfl defence passing/rushing?,Sports
How much chlorine should I mix with 1000lts. of drinking water to kill all bacteria?,Business & Finance
question for femails?,Family & Relationships
can i salvage music off a dead photo ipod?,Computers & Internet
is this your card??,Business & Finance
Can a resident (not Citizen) of the USA own hunting rifles and shotguns in Alabama?,Sports
how much should I tip furniture (like a bed) delivery?,Society & Culture
Who else thinks that Opera should run for President?,Politics & Government
does anyone know a website for organ donors?,Health
How can I find Orlando Bloom's phone number?? haha!?,Entertainment & Music
What are traditional Christmass Eve dishes in Lithuania?,Society & Culture
when is charlie brown christmas coming back on ABC?,Business & Finance
What is the perfect temperature?,Business & Finance
How do you get a job at 13?,Business & Finance
How do I find out if someone has been arrested in Arizona or Nevada?,Business & Finance
Why do Mexican-Americans concrete over their back yards in Chicago?,Society & Culture
How does someone determine which political party to follow?,Politics & Government
What things cheer you up when you are feeling blue?,Business & Finance
which is the best college for genetic engineering in us n is tofel a must?,Education & Reference
Does anyone else base thier spirtual beliefs on the movie dogma?,Society & Culture
I am looking for a relatively safe and realistic way of earning 10-20% monthly on my investments.  Any ideas?,Business & Finance
"When you love someone, or something, is it better to stand on a principal, or sacrafice for the situation?",Family & Relationships
how do I get a network card digitally signed on my computer?,Computers & Internet
"is it right for a girl to like a guy thats one year younger, but in school?",Family & Relationships
what is a dc converter?,Science & Mathematics
"What can I get for a 96 Allen Iverson rookie card, in mint condition?",Sports
What is a 'Cheat Code' in computer games?,Computers & Internet
"what is the average snowfall in Fairbanks, Alaska?",Science & Mathematics
What is a good thing to do for my boyfriend on his birthday?,Family & Relationships
what beter business?,Business & Finance
"how do you pronounce the word ""blog"" or ""Weblog""?",Computers & Internet
Why do some Christians persist on trying to convert a person to their religion?,Society & Culture
we need more things to show awereness for autism!!!!!!!!!!!!!!?,Education & Reference
What's the best way to survive a holiday visit with an annoying family?,Family & Relationships
i just met this guy online named sam he is nice&funny i no i shouldnt meet him but wat should i do???,Family & Relationships
paid surveys?,Business & Finance
What does a person need to lend money legally? where to go and get info?,Business & Finance
are there any real solutions to premature ejaculation?,Health
can I upgrade my yahoo so I can trade picture with others. I cannot do that now?,Computers & Internet
What is penetration testing?,Computers & Internet
Is it possible to monitor global statistics in real-time?,Business & Finance
"Why is it never a ""Happy"" Christmas and a ""Merry"" New Year?",Society & Culture
friendship & Love is a  relationship based on trust is it true?,Family & Relationships
"Does anyone take Fish oil pills for arthritis, and does it help?",Business & Finance
What existed before Big Bang?,Science & Mathematics
Has anyone been able to watercool an Antec Aria?,Computers & Internet
how are opals formed?,Science & Mathematics
how do i direct deposit my social security check in the bank. what do i need to do?,Business & Finance
Is following a good tradition better than introducing risky changes?,Society & Culture
Does smoking cigarettes slow down strep throat recovery?,Health
I need Philips Keychain Digital Camera drivers?,Computers & Internet
What is  a good book to learn Windows programming?,Computers & Internet
what is living with a 45000 dollar salary like in today's world? is it a good start point?,Business & Finance
should i get really involved....?,Family & Relationships
Why do we have a governor that is not born a U.S citizen making  decision on why another u.s. citiizen life.?,Politics & Government
Where can you listen to free spice girls music?,Entertainment & Music
"when i hook up my Epson printer to the computer to install it, i can't. the pc detects it but the cd doesn't",Computers & Internet
Is it good health policy to give mental illness parity with physical illness?,Health
"Which department should I join, the Sheriff or LAPD?",Politics & Government
if a bear ate honey is it a carnivore- it comes from a bee- or a herbavore-it's made from pollen-?,Science & Mathematics
What are microbes?,Science & Mathematics
How does everyone feel about gays? Gay marriages..?,Business & Finance
How many people live in the US?,Politics & Government
what are current beef price.s?,Business & Finance
What is the estimated time that the first boat was made?,Education & Reference
do you think they should take Christ out of Christmas?,Society & Culture
How many people are in the U.S.?,Business & Finance
what is conventional supermarket?,Business & Finance
I am looking for advice on getting a job in another state from my own. Any advice?,Business & Finance
What would someone claiming to be the 2nd coming of Christ have to do...?,Society & Culture
are muslims the new nazis?,Politics & Government
It is possible to find someone special online?,Family & Relationships
How do you back-trace to find out who owns an email address?,Computers & Internet
